Name,Speed,Module,First Word Latency,CAS Latency,Price Per GB,Color,Rating,Review Count,Price
G.Skill Ripjaws S5 128 GB,DDR5-6400,2 x 64GB,11.25 ns,36,$11.719,Black,0,0,$1499.99
G.Skill Trident Z5 Royal Neo 48 GB,DDR5-6000,2 x 24GB,8.667 ns,26,$12.708,Silver,5,1,$609.99
G.Skill Trident Z5 Royal Neo 32 GB,DDR5-6000,2 x 16GB,8.667 ns,26,$18.125,Silver,0,0,$579.99
TEAMGROUP T-Force Delta RGB 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,Black,4,3,0
Crucial CT8G4DFRA32A 8 GB,DDR4-3200,1 x 8GB,13.75 ns,22,$4.565,Green,0,0,$36.52
Kingston FURY Renegade 96 GB,DDR5-6000,2 x 48GB,10.667 ns,32,,Silver / Black,5,1,0
G.Skill Flare X5 64 GB,DDR5-6000,2 x 32GB,12 ns,36,$11.406,White,0,0,$729.99
SK Hynix HMAA2GU6CJR8N-XN 16 GB,DDR4-3200,1 x 16GB,13.75 ns,22,,Green,0,0,0
KingBank SharpBlade RGB 32 GB,DDR5-6400,2 x 16GB,10 ns,32,,White,5,2,0
G.Skill Trident Z5 CK 48 GB,DDR5-8200,2 x 24GB,9.756 ns,40,$11.875,Black,5,1,$569.99
Kingston FURY Renegade 32 GB,DDR4-3600,2 x 16GB,8.889 ns,16,,Black,5,15,0
Kingston FURY Beast RGB 32 GB,DDR5-6000,2 x 16GB,10 ns,30,,Black,0,0,0
Lexar Ares RGB 16 GB,DDR4-3600,2 x 8GB,10 ns,18,,Black,5,1,0
TEAMGROUP T-Create Expert 32 GB,DDR5-6000,2 x 16GB,12.667 ns,38,,White,5,2,0
ADATA XPG Lancer Blade 64 GB,DDR5-6000,2 x 32GB,10 ns,30,$18.130,Black,0,0,$1160.33
G.Skill Trident Z5 Neo RGB 32 GB,DDR5-6000,2 x 16GB,8.667 ns,26,,Black,5,1,0
G.Skill Trident Z RGB 16 GB,DDR4-4000,2 x 8GB,9 ns,18,$8.749,Black,5,1,$139.99
Corsair Dominator Titanium 48 GB,DDR5-6000,2 x 24GB,10 ns,30,$13.250,White,0,0,$635.99
Corsair Vengeance 96 GB,DDR5-6400,2 x 48GB,10 ns,32,$12.125,Black,5,4,$1163.99
Corsair Vengeance RGB Pro 64 GB,DDR4-3200,4 x 16GB,10 ns,16,,Black,4.5,6,0
ADATA XPG SPECTRIX D60G 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,,4.5,25,0
Corsair Vengeance LPX 32 GB,DDR4-2400,2 x 16GB,11.667 ns,14,$5.343,Black / Yellow,5,2,$170.99
Corsair Vengeance LPX 16 GB,DDR4-3600,2 x 8GB,8.889 ns,16,,Black / Yellow,5,14,0
Corsair Vengeance RGB 96 GB,DDR5-6800,2 x 48GB,11.765 ns,40,$12.344,Black / Silver,0,0,$1184.99
Corsair Vengeance 48 GB,DDR5-6000,2 x 24GB,10 ns,30,,Black / Gray,4.5,3,0
Kingston FURY Beast RGB 64 GB,DDR5-5600,2 x 32GB,14.286 ns,40,$10.937,Black,5,1,$699.99
Kingston FURY Beast 128 GB,DDR5-5600,2 x 64GB,14.286 ns,40,,Black,0,0,0
Kingston FURY Beast 32 GB,DDR5-5200,2 x 16GB,13.846 ns,36,,Black,4.5,3,0
Patriot Viper Xtreme 5 RGB 48 GB,DDR5-8000,2 x 24GB,9.5 ns,38,$12.521,Black,0,0,$600.99
Kingston FURY Beast 128 GB,DDR4-3200,4 x 32GB,10 ns,16,,Black,5,1,0
Corsair ValueSelect 16 GB,DDR4-2666,1 x 16GB,13.503 ns,18,$5.187,Black,0,0,$82.99
G.Skill Ripjaws V 128 GB,DDR4-3600,4 x 32GB,10 ns,18,$5.234,Black,0,0,$669.99
Timetec FBA_75TT160UL1R8-4G 16 GB,DDR3-1600,2 x 8GB,13.75 ns,11,$2.124,Black,5,2,$33.99
ADATA XPG LANCER RGB 32 GB,DDR5-6000,2 x 16GB,10 ns,30,,White,5,3,0
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-7200,2 x 16GB,9.444 ns,34,$15.312,Black / White,4.5,6,$489.99
TEAMGROUP T-Create Expert 32 GB,DDR5-6400,2 x 16GB,10 ns,32,$13.437,White,5,1,$429.99
TEAMGROUP T-Force Delta RGB 16 GB,DDR5-5600,2 x 8GB,14.286 ns,40,,Black,0,0,0
G.Skill Trident Z5 RGB 48 GB,DDR5-8400,2 x 24GB,9.524 ns,40,$11.875,White,0,0,$569.99
Corsair Vengeance 64 GB,DDR5-6600,2 x 32GB,9.697 ns,32,$13.812,Black / Gray,5,1,$883.99
TEAMGROUP Elite 8 GB,DDR4-3200,1 x 8GB,13.75 ns,22,$7.624,Black,0,0,$60.99
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Gold / Black,4.5,14,0
Silicon Power SP016GBLVU560F02 16 GB,DDR5-5600,1 x 16GB,16.429 ns,46,,Black,0,0,0
Corsair Vengeance LPX 64 GB,DDR4-3200,4 x 16GB,10 ns,16,,Black / Yellow,4,3,0
G.Skill Trident Z5 CK 48 GB,DDR5-9600,2 x 24GB,9.583 ns,46,,Black,0,0,0
Samsung Green 8 GB,DDR4-2133,1 x 8GB,14.065 ns,15,$5.874,Green / Black,0,0,$46.99
Corsair Vengeance 32 GB,DDR5-7200,2 x 16GB,9.444 ns,34,$14.531,Gray,3,1,$464.99
Corsair Dominator Platinum RGB 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,Black,4.5,20,0
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-6400,2 x 16GB,12.5 ns,40,,Black,4.5,4,0
Kingston HyperX Fury 16 GB,DDR4-2400,2 x 8GB,12.5 ns,15,,Black / White,4.5,11,0
TEAMGROUP T-Force Vulcan Z 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,Red,0,0,0
TEAMGROUP T-Force Vulcan 16 GB,DDR5-5200,2 x 8GB,15.385 ns,40,,Black,0,0,0
G.Skill Ripjaws S5 32 GB,DDR5-6000,2 x 16GB,10.667 ns,32,$14.687,White,5,1,$469.99
PNY MN32GK2D43200-TB 32 GB,DDR4-3200,2 x 16GB,13.75 ns,22,$4.531,Black,0,0,$144.99
Corsair Dominator Titanium 32 GB,DDR5-7000,2 x 16GB,9.714 ns,34,$15.906,White,0,0,$508.99
V-Color Manta XSky RGB 32 GB,DDR5-6400,2 x 16GB,10 ns,32,$11.875,Black,0,0,$379.99
PNY Performance 8 GB,DDR4-3200,1 x 8GB,13.75 ns,22,,Black,0,0,0
G.Skill Trident Z Neo 32 GB,DDR4-3600,2 x 16GB,10 ns,18,$6.562,Black / Silver,4.5,30,$209.99
Corsair XMS2 4 GB,DDR2-1066,2 x 2GB,13.133 ns,7,,Black / Purple,5,1,0
KingBank SharpBlade 32 GB,DDR5-6000,2 x 16GB,12 ns,36,,Black,5,1,0
Patriot Viper Elite 5 Ultra RGB 48 GB,DDR5-8000,2 x 24GB,9 ns,36,,Black,0,0,0
Corsair Dominator Platinum RGB 64 GB,DDR5-6400,2 x 32GB,10 ns,32,$14.703,Black,5,1,$940.99
TEAMGROUP T-Create Expert 96 GB,DDR5-6400,2 x 48GB,10 ns,32,,Black / Gold,5,1,0
G.Skill Flare X5 64 GB,DDR5-5600,2 x 32GB,12.857 ns,36,$10.609,Black / White,5,2,$679.00
TEAMGROUP T-Create Expert 64 GB,DDR5-6000,2 x 32GB,11.333 ns,34,$11.719,White,5,3,$749.99
G.Skill Ripjaws S5 32 GB,DDR5-5600,2 x 16GB,12.857 ns,36,$12.281,White,0,0,$392.99
G.Skill Aegis 16 GB,DDR4-3200,1 x 16GB,10 ns,16,$8.051,Red / Black,4,4,$128.81
Patriot Viper Venom RGB 16 GB,DDR5-6000,1 x 16GB,10 ns,30,$13.124,Black / White,0,0,$209.99
Corsair Vengeance RGB 64 GB,DDR5-6600,2 x 32GB,9.697 ns,32,$13.953,Black / Gray,0,0,$892.99
ADATA XPG Z1 16 GB,DDR4-3000,2 x 8GB,10.667 ns,16,,Silver / Black,4,5,0
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,$47.096,Black,0,0,$1507.07
PNY XLR8 Gaming EPIC-X RGB 8 GB,DDR4-3200,1 x 8GB,10 ns,16,,Black,5,1,0
G.Skill Ripjaws V 16 GB,DDR4-3000,2 x 8GB,10.667 ns,16,$7.124,Red / Black,4.5,4,$113.99
Corsair Vengeance RGB Pro 64 GB,DDR4-3600,2 x 32GB,10 ns,18,,Black,4.5,3,0
Crucial CT2K32G56C46S5 64 GB,DDR5-5600,2 x 32GB,16.429 ns,46,$7.640,Black,0,0,$488.99
Kingston ValueRAM 1 GB,DDR2-667,1 x 1GB,14.993 ns,5,$15.000,Green,0,0,$15.00
TEAMGROUP T-Force Vulcan 64 GB,DDR5-6000,2 x 32GB,12.667 ns,38,,Red,5,1,0
G.Skill Trident Z5 Neo 32 GB,DDR5-6000,2 x 16GB,12 ns,36,$12.500,Black,0,0,$399.99
Silicon Power SP032GBLVU480F02 32 GB,DDR5-4800,1 x 32GB,16.667 ns,40,,,0,0,0
Kingston FURY Renegade 64 GB,DDR4-3200,2 x 32GB,10 ns,16,$14.830,Black,0,0,$949.09
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,13.333 ns,40,$12.593,Black,4.5,19,$402.99
Crucial CT32G56C46S5 32 GB,DDR5-5600,1 x 32GB,16.429 ns,46,$9.994,Black,0,0,$319.80
ADATA XPG SPECTRIX D35G RGB 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Black,0,0,0
Crucial Ballistix 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,White,4.5,10,0
G.Skill Trident Z5 Neo RGB 32 GB,DDR5-6400,2 x 16GB,9.375 ns,30,$15.312,White,0,0,$489.99
PNY XLR8 Gaming EPIC-X RGB 32 GB,DDR4-3600,2 x 16GB,10 ns,18,,Black,5,1,0
Patriot Viper Steel 16 GB,DDR4-3000,2 x 8GB,10.667 ns,16,,Silver / Black,4,1,0
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-5600,2 x 16GB,12.857 ns,36,,Black,5,3,0
G.Skill Trident Z5 RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,$16.250,Black,5,1,$519.99
Corsair Vengeance 32 GB,DDR5-5600,1 x 32GB,14.286 ns,40,$11.875,Black / Gray,0,0,$379.99
G.Skill Ripjaws S5 32 GB,DDR5-6000,2 x 16GB,10 ns,30,$14.062,White,4.5,12,$449.99
TEAMGROUP T-Force Vulcan 32 GB,DDR5-6000,2 x 16GB,12.667 ns,38,,Black,0,0,0
Corsair Vengeance LPX 16 GB,DDR4-3200,2 x 8GB,10 ns,16,$7.062,White,4.5,57,$112.99
Thermaltake TOUGHRAM XG RGB 64 GB,DDR4-4000,2 x 32GB,9.5 ns,19,$8.672,White / Silver,0,0,$554.98
TEAMGROUP T-Force Vulcan Z 8 GB,DDR4-3200,1 x 8GB,10 ns,16,$12.979,Black,5,3,$103.83
Gigabyte AORUS RGB 32 GB,DDR5-6000,2 x 16GB,13.333 ns,40,,Black,0,0,0
G.Skill Trident Z RGB 96 GB,DDR5-6400,2 x 48GB,10 ns,32,$10.208,Black,0,0,$979.99
G.Skill TridentZ RGB 16 GB,DDR4-4000,2 x 8GB,8.5 ns,17,$10.250,Black,0,0,$164.00
G.Skill TridentZ RGB 64 GB,DDR4-4600,2 x 32GB,8.696 ns,20,,Black,0,0,0
G.Skill Flare X5 32 GB,DDR5-6000,2 x 16GB,10 ns,30,$15.000,Black,0,0,$479.99
Corsair Vengeance RGB Pro 16 GB,DDR4-3000,2 x 8GB,10.667 ns,16,$6.812,Black,4.5,53,$108.99
G.Skill Flare X5 32 GB,DDR5-6000,2 x 16GB,12 ns,36,,Black,0,0,0
G.Skill Trident Z5 RGB 32 GB,DDR5-6000,2 x 16GB,12 ns,36,$12.500,Black,4.5,2,$399.99
TEAMGROUP T-Create Expert 32 GB,DDR5-6400,2 x 16GB,10 ns,32,$14.687,Black,5,1,$469.99
G.Skill Trident Z5 Royal Neo RGB 32 GB,DDR5-6000,2 x 16GB,9.333 ns,28,$16.875,Gold,0,0,$539.99
G.Skill Trident Z5 RGB 64 GB,DDR5-6000,2 x 32GB,10 ns,30,$13.594,White / Black,4.5,5,$869.99
G.Skill Flare X5 256 GB,DDR5-6000,4 x 64GB,12 ns,36,$10.937,Black,0,0,$2799.99
Kingston ValueRAM 8 GB,DDR4-3200,1 x 8GB,13.75 ns,22,$6.849,,0,0,$54.79
Corsair Dominator Titanium 48 GB,DDR5-7000,2 x 24GB,10.286 ns,36,$13.500,White,5,2,$647.99
Corsair Vengeance RGB 96 GB,DDR5-6600,2 x 48GB,9.697 ns,32,$12.271,Black / Silver,5,1,$1177.99
Crucial CT2K8G48C40S5 16 GB,DDR5-4800,2 x 8GB,16.667 ns,40,,Black,0,0,$143.99
Crucial Pro 48 GB,DDR5-5600,2 x 24GB,16.429 ns,46,$8.479,Black,0,0,$406.99
G.Skill Trident Z5 RGB 32 GB,DDR5-7600,2 x 16GB,9.474 ns,36,$15.531,Black,5,3,$496.99
Kingston FURY Beast 16 GB,DDR5-6000,1 x 16GB,10 ns,30,,Black,4.5,2,0
G.Skill Ripjaws S5 32 GB,DDR5-5200,2 x 16GB,15.385 ns,40,$12.187,White,0,0,$389.99
G.Skill Ripjaws M5 RGB 64 GB,DDR5-6400,2 x 32GB,10 ns,32,$14.531,White,5,1,$929.99
Silicon Power XPOWER Zenith Gaming 64 GB,DDR5-6000,2 x 32GB,10 ns,30,$11.825,White,4.5,2,$756.79
Lexar Ares RGB 16 GB,DDR4-4000,2 x 8GB,9 ns,18,,White,0,0,0
TEAMGROUP T-Force Delta RGB 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,White,4.5,3,0
ADATA XPG Lancer Blade RGB 32 GB,DDR5-6000,2 x 16GB,12 ns,36,,Black,0,0,0
Kingston ValueRAM 4 GB,DDR4-3200,1 x 4GB,13.75 ns,22,$7.723,Green,0,0,$30.89
ADATA XPG LANCER NEON RGB 32 GB,DDR5-6400,2 x 16GB,10 ns,32,,Black,0,0,0
Corsair Dominator Titanium 96 GB,DDR5-6400,4 x 24GB,10 ns,32,$13.114,Black,0,0,$1258.99
Crucial CT32G48C40S5 32 GB,DDR5-4800,1 x 32GB,16.667 ns,40,$8.375,Black,0,0,$267.99
Corsair Vengeance 96 GB,DDR5-6800,2 x 48GB,11.765 ns,40,$12.219,Black,0,0,$1172.99
Corsair Vengeance RGB 48 GB,DDR5-7000,2 x 24GB,10.286 ns,36,$12.729,Black,5,1,$610.99
G.Skill Trident Z5 RGB 128 GB,DDR5-6000,2 x 64GB,11.333 ns,34,$11.484,Black,0,0,$1469.99
Corsair Vengeance LPX 32 GB,DDR4-3600,2 x 16GB,8.889 ns,16,,Black / Yellow,4.5,10,0
G.Skill Ripjaws Z 32 GB,DDR3-1600,4 x 8GB,12.5 ns,10,,Black / Red,4.5,2,0
Corsair Vengeance RGB Pro 128 GB,DDR4-4000,4 x 32GB,9 ns,18,,Black,0,0,0
Crucial CT2K16G48C40S5 32 GB,DDR5-4800,2 x 16GB,16.667 ns,40,$10.000,Black,0,0,$319.99
G.Skill Ripjaws S5 96 GB,DDR5-6400,2 x 48GB,10 ns,32,$9.896,Black,5,1,$949.99
Corsair Vengeance LPX 32 GB,DDR4-2666,4 x 8GB,12.003 ns,16,$6.062,Black / Yellow,5,4,$193.99
G.Skill TridentZ RGB 32 GB,DDR4-4800,2 x 16GB,8.333 ns,20,,Black,0,0,0
ADATA XPG GAMMIX D10 16 GB,DDR4-3000,2 x 8GB,10.667 ns,16,,Black / White,4.5,14,0
G.Skill Aegis 8 GB,DDR4-3000,1 x 8GB,10.667 ns,16,$11.148,Black / Red,4.5,27,$89.18
G.Skill Trident Z RGB 8 GB,DDR4-3200,1 x 8GB,10 ns,16,,Black,0,0,0
Patriot Viper Elite II 16 GB,DDR4-4000,1 x 16GB,10 ns,20,$7.499,Red / Black,0,0,$119.99
Kingston ValueRAM 16 GB,DDR4-3200,1 x 16GB,13.75 ns,22,$7.437,,0,0,$118.99
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,12 ns,36,,Black / Gray,5,3,0
Corsair Vengeance 32 GB,DDR5-7000,2 x 16GB,11.429 ns,40,,Black / Silver,0,0,0
Corsair Vengeance RGB Pro 16 GB,DDR4-2666,2 x 8GB,12.003 ns,16,$6.624,Black,4.5,6,$105.99
Apacer Panther RGB 32 GB,DDR5-6000,2 x 16GB,13.333 ns,40,,Silver / Black,0,0,0
Patriot Viper Venom 64 GB,DDR5-6000,2 x 32GB,12 ns,36,$10.937,Black / White,0,0,$699.99
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-6400,2 x 16GB,12.5 ns,40,,White,4,6,0
Crucial Ballistix Sport LT 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Silver / Black,4.5,24,0
Patriot Viper Elite 5 Ultra 48 GB,DDR5-6000,2 x 24GB,9.333 ns,28,$11.771,Black,0,0,$564.99
G.Skill Trident Z5 RGB 32 GB,DDR5-5600,2 x 16GB,12.857 ns,36,,Silver / Black,5,1,0
Corsair Vengeance RGB RS 16 GB,DDR4-3600,1 x 16GB,10 ns,18,$6.812,Black,0,0,$108.99
Kingston FURY Beast 64 GB,DDR5-5600,2 x 32GB,12.857 ns,36,,White,0,0,0
G.Skill Flare X5 32 GB,DDR5-5600,2 x 16GB,10.714 ns,30,,Black,5,3,0
Kingston FURY Beast RGB 16 GB,DDR5-5600,1 x 16GB,14.286 ns,40,,Black,0,0,0
Patriot Viper Elite 5 Ultra 48 GB,DDR5-6400,2 x 24GB,10 ns,32,$12.083,Black,0,0,$579.99
Klevv FIT V 32 GB,DDR5-6000,2 x 16GB,9.333 ns,28,,White,0,0,0
G.Skill Trident Z5 RGB 64 GB,DDR5-6000,2 x 32GB,12 ns,36,$11.406,White / Black,5,3,$729.99
G.Skill Ripjaws S5 64 GB,DDR5-6800,2 x 32GB,10 ns,34,$14.687,Black,0,0,$939.99
Crucial CT16G4WFD8213 16 GB,DDR4-2133,1 x 16GB,14.065 ns,15,$6.950,Green,5,3,$111.20
Kingston FURY Beast RGB 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Black,4.5,7,0
Kingston FURY Beast 32 GB,DDR5-5200,1 x 32GB,15.385 ns,40,$17.124,Black,0,0,$547.97
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-7200,2 x 16GB,9.444 ns,34,$15.312,White / Gray,4.5,4,$489.99
TEAMGROUP T-Force Delta RGB 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,White,5,1,0
Crucial CT8G56C46S5 8 GB,DDR5-5600,1 x 8GB,16.429 ns,46,$9.124,Black,0,0,$72.99
TEAMGROUP T-Create Expert 48 GB,DDR5-7200,2 x 24GB,9.444 ns,34,,Black,5,3,$564.99
Corsair Vengeance LPX 16 GB,DDR4-2666,1 x 16GB,12.003 ns,16,$5.374,Black / Yellow,5,3,$85.99
Kingston ValueRAM 8 GB,DDR4-2666,1 x 8GB,14.254 ns,19,,Green / Black,5,3,0
Kingston HyperX Fury 16 GB,DDR3-1600,2 x 8GB,12.5 ns,10,,Blue / Silver,4.5,6,0
G.Skill Trident Z5 RGB 64 GB,DDR5-6400,2 x 32GB,10 ns,32,$14.047,White / Black,5,3,$899.00
Timetec PINNACLE Konduit RGB 64 GB,DDR4-3200,2 x 32GB,10 ns,16,,White,0,0,0
Patriot Viper Elite II 32 GB,DDR4-4000,2 x 16GB,10 ns,20,,Red / Black,5,1,0
G.Skill Value 8 GB,DDR4-2400,2 x 4GB,14.167 ns,17,$8.746,Black,0,0,$69.97
Kingston FURY Beast 16 GB,DDR5-5200,2 x 8GB,13.846 ns,36,,Black / Silver,0,0,0
PNY XLR8 Gaming EPIC-X RGB 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,White,0,0,$139.99
Patriot Viper Elite 5 Ultra 48 GB,DDR5-8000,2 x 24GB,9 ns,36,,Black,0,0,0
G.Skill Trident Z5 RGB 32 GB,DDR5-7800,2 x 16GB,9.231 ns,36,,Black,4,2,0
ADATA XPG SPECTRIX D35G RGB 16 GB,DDR4-3200,1 x 16GB,10 ns,16,,Black,0,0,0
Corsair Vengeance 96 GB,DDR5-6000,2 x 48GB,10 ns,30,$12.250,Black,5,1,$1175.99
G.Skill Trident Z5 Royal Neo RGB 64 GB,DDR5-6000,2 x 32GB,8.667 ns,26,,Silver,5,1,0
Kingston FURY Renegade 32 GB,DDR5-6000,2 x 16GB,10.667 ns,32,,Silver / Black,5,2,0
Crucial CT2K4G4DFS8213 8 GB,DDR4-2133,2 x 4GB,14.065 ns,15,$7.224,Black / Green,4.5,25,$57.79
Kingston FURY Beast 32 GB,DDR5-5600,1 x 32GB,12.857 ns,36,,Black / Silver,0,0,0
G.Skill Ripjaws M5 RGB 32 GB,DDR5-6000,2 x 16GB,12 ns,36,$11.656,White,0,0,$372.99
Corsair Vengeance RGB Pro SL 32 GB,DDR4-3600,2 x 16GB,10 ns,18,$6.843,Black,4.5,10,$218.99
Corsair Vengeance 64 GB,DDR5-5600,2 x 32GB,14.286 ns,40,$11.859,White / Gray,0,0,$758.99
Corsair Vengeance RGB Pro 8 GB,DDR4-3200,1 x 8GB,10 ns,16,$8.123,Black,0,0,$64.98
Crucial Ballistix 16 GB,DDR4-3000,2 x 8GB,10 ns,15,,Red,5,3,0
G.Skill Ripjaws S5 128 GB,DDR5-6000,2 x 64GB,11.333 ns,34,$11.406,Black,0,0,$1459.99
Corsair Vengeance RGB Pro SL 32 GB,DDR4-3200,2 x 16GB,10 ns,16,$5.906,Black,4.5,3,$188.99
G.Skill Trident Z5 Neo RGB 32 GB,DDR5-7200,2 x 16GB,9.444 ns,34,,Black,0,0,0
Kingston FURY Beast RGB 8 GB,DDR5-6000,1 x 8GB,10 ns,30,,Black,0,0,0
G.Skill Value 4 GB,DDR4-2400,1 x 4GB,14.167 ns,17,,Black,0,0,0
G.Skill Trident Z5 Royal Neo RGB 48 GB,DDR5-8000,2 x 24GB,10 ns,40,$14.583,Silver,5,1,$699.99
Corsair Vengeance 64 GB,DDR5-6800,2 x 32GB,9.412 ns,32,,Black / Gray,0,0,0
Kingston FURY Beast 32 GB,DDR5-4800,2 x 16GB,15.833 ns,38,,Black / Silver,4.5,5,0
Samsung M393A2G40EB1-CRC 16 GB,DDR4-2400,1 x 16GB,14.167 ns,17,$3.438,Black / Green,0,0,$55.00
Crucial CT2K32G4DFD832A 64 GB,DDR4-3200,2 x 32GB,13.75 ns,22,$5.953,Green / Black,5,1,$380.99
Kingston Fury Renegade RGB 96 GB,DDR5-6400,2 x 48GB,10 ns,32,,Silver / Black,0,0,0
G.Skill Trident Z 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,Silver / White,5,1,0
G.Skill Trident Z5 RGB 64 GB,DDR5-6400,2 x 32GB,10 ns,32,$14.375,Silver / Black,4.5,6,$919.99
G.Skill Trident Z5 Neo RGB 32 GB,DDR5-5600,2 x 16GB,10 ns,28,,Black,5,1,0
Patriot Signature Line 32 GB,DDR4-2666,1 x 32GB,14.254 ns,19,$4.843,Black,0,0,$154.99
G.Skill Trident Z5 Royal Neo 64 GB,DDR5-6000,2 x 32GB,9.333 ns,28,$15.312,Silver,0,0,$979.99
ADATA XPG SPECTRIX D41 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Black,4.5,2,0
Silicon Power XPOWER Storm RGB 64 GB,DDR5-6000,2 x 32GB,12.667 ns,38,$10.937,Gold,0,0,$699.99
PNY XLR8 Gaming EPIC-X RGB 16 GB,DDR4-3600,2 x 8GB,10 ns,18,,Black,4,5,0
Crucial CT4G4DFS8266 4 GB,DDR4-2666,1 x 4GB,14.254 ns,19,,Green / Black,0,0,0
Kingston FURY Beast RGB 32 GB,DDR5-5600,1 x 32GB,14.286 ns,40,$10.000,Black,0,0,$319.99
G.Skill Ripjaws M5 Neo RGB 32 GB,DDR5-6000,2 x 16GB,9.333 ns,28,,White,5,2,0
G.Skill Trident Z Royal 32 GB,DDR4-3200,2 x 16GB,10 ns,16,$7.812,Silver,4.5,14,$249.99
ADATA XPG GAMMIX D30 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Silver / Black,4.5,2,0
Corsair Dominator Platinum RGB 64 GB,DDR5-5600,2 x 32GB,14.286 ns,40,$12.890,Black,0,0,$824.99
G.Skill Trident Z5 CK 48 GB,DDR5-9000,2 x 24GB,9.333 ns,42,,Black,0,0,0
Kingston HyperX Fury 16 GB,DDR4-2133,2 x 8GB,13.127 ns,14,,Black / White,4.5,68,0
TEAMGROUP T-Force Vulcan 32 GB,DDR5-6400,2 x 16GB,10 ns,32,,Red,5,1,0
Kingston FURY Beast RGB 64 GB,DDR5-5200,2 x 32GB,15.385 ns,40,$10.469,Black,4,1,$669.99
Kingston FURY Beast RGB 64 GB,DDR5-5600,2 x 32GB,12.857 ns,36,$16.406,Black,0,0,$1049.99
Corsair Vengeance 64 GB,DDR5-6600,4 x 16GB,9.697 ns,32,$14.312,Black / Gray,3,1,$915.99
Corsair Vengeance RGB Pro 32 GB,DDR4-3600,4 x 8GB,10 ns,18,,Black,4.5,16,0
G.Skill Trident Z5 Neo RGB 48 GB,DDR5-6400,2 x 24GB,10 ns,32,,White / Black,0,0,0
G.Skill Trident Z5 RGB 48 GB,DDR5-8000,2 x 24GB,9.5 ns,38,$11.875,Black,0,0,$569.99
Acer Predator Pallas II 32 GB,DDR5-6000,2 x 16GB,10 ns,30,,Silver,4.5,2,0
OLOy MD4U1636181CHKDA 32 GB,DDR4-3600,2 x 16GB,10 ns,18,,Black,4.5,9,0
G.Skill Ripjaws S5 32 GB,DDR5-5600,2 x 16GB,14.286 ns,40,,White,5,1,0
G.Skill Aegis 5 32 GB,DDR5-6000,2 x 16GB,12 ns,36,,Black / Red,0,0,0
Corsair Vengeance 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,Black / Silver,4.5,162,0
G.Skill Ripjaws S5 64 GB,DDR5-6400,2 x 32GB,10 ns,32,$14.375,Black,4.5,2,$919.99
G.Skill Trident Z5 CK 48 GB,DDR5-8400,2 x 24GB,9.524 ns,40,$12.083,Black,0,0,$579.99
Corsair Vengeance RGB 64 GB,DDR5-6000,2 x 32GB,13.333 ns,40,,Black,4,1,0
G.Skill Trident Z5 RGB 32 GB,DDR5-6000,2 x 16GB,12 ns,36,$12.500,Silver / Black,5,2,$399.99
Corsair Vengeance 32 GB,DDR5-6200,2 x 16GB,11.613 ns,36,$12.375,Black,5,1,$395.99
Kingston FURY 128 GB,DDR5-5600,4 x 32GB,14.286 ns,40,,White,4,1,0
G.Skill Aegis 32 GB,DDR4-2666,2 x 16GB,14.254 ns,19,$5.625,Black / Red,4.5,2,$179.99
GOODRAM IRDM 32 GB,DDR5-6400,2 x 16GB,10 ns,32,,Black,0,0,0
TEAMGROUP T-Create Classic 64 GB,DDR4-3200,2 x 32GB,13.75 ns,22,,Silver,0,0,0
G.Skill Trident Z RGB 16 GB,DDR4-3600,2 x 8GB,10 ns,18,$8.437,Black,5,3,$134.99
Kingston FURY Renegade 32 GB,DDR5-7200,2 x 16GB,10.556 ns,38,,White / Silver,5,1,0
TEAMGROUP T-Create Expert 48 GB,DDR5-6400,2 x 24GB,10 ns,32,,White,5,1,$485.95
G.Skill Trident Z5 Royal Neo 32 GB,DDR5-6000,2 x 16GB,8.667 ns,26,$19.062,Gold,0,0,$609.99
ADATA XPG SPECTRIX D50 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,White,0,0,0
